contract_version,schema_version,contract_status,bundle_sha256,top10_members_sha256,signal_date,exec_date,exit_date,feature_as_of_date,feature_snapshot_sha256,promotion_pool_size,top10_count,ts_code,name,industry,stage_transition,top10_selected,promotion_rank,predicted_promotion_probability,big_loss_safety_rank,predicted_big_loss_probability,profit_rank,predicted_profit_probability,promotion_model_status,promotion_model_version,promotion_model_as_of_date,promotion_model_artifact_sha256,promotion_validation_gate_pass_count,promotion_validation_gate_total_count,promotion_validation_gate_score_pct,big_loss_model_status,big_loss_model_version,big_loss_model_as_of_date,big_loss_model_artifact_sha256,big_loss_validation_gate_pass_count,big_loss_validation_gate_total_count,big_loss_validation_gate_score_pct,profit_model_status,profit_model_version,profit_model_as_of_date,profit_model_artifact_sha256,profit_validation_gate_pass_count,profit_validation_gate_total_count,profit_validation_gate_score_pct,p_fill_shadow_rank,p_fill_shadow_probability,p_fill_shadow_status,p_fill_shadow_model_version,p_fill_shadow_model_as_of_date,p_fill_shadow_model_artifact_sha256,p_fill_shadow_snapshot_sha256,p_fill_shadow_validation_gate_pass_count,p_fill_shadow_validation_gate_total_count,p_fill_shadow_validation_gate_score_pct
decision_three_rank_v1,decision_three_rank_top10_v1,PARTIAL_MODELS_NOT_READY,7d5c1338bd4223f93d2a4578b000adf7b046fc9107d84efae354ab47a1185a99,0dbf050900345292bce1e0cbdd2e36f6084c6ec79f7a18be1c9b0a77479b46f4,20260921,20260922,20260923,20260921,efc03271e9d6df05216060458f77c564b9aa7a258fa72d2610c3831276d166e5,18,10,000504.SZ,南华生物,医疗服务,3→4,1,1,0.5548286610466687,,,,,READY,decision_three_engine_models_v2:promotion:20260709:hgb:platt,20260709,b7837d7001917a9c7bcc8814a09b45c6460f36a1adf6a7b5dcc024b4adc5f79c,26,26,100.0,NOT_READY_PRIMARY_ONLY,,,,,,,NOT_READY_PRIMARY_ONLY,,,,,,,,,SHADOW_NOT_READY_PRIMARY_ONLY,,,,3b2cc380c45ae4efa8801f55265dc6c791fc2656cfe2a7c1790d30b190a415ff,,,
decision_three_rank_v1,decision_three_rank_top10_v1,PARTIAL_MODELS_NOT_READY,7d5c1338bd4223f93d2a4578b000adf7b046fc9107d84efae354ab47a1185a99,0dbf050900345292bce1e0cbdd2e36f6084c6ec79f7a18be1c9b0a77479b46f4,20260921,20260922,20260923,20260921,efc03271e9d6df05216060458f77c564b9aa7a258fa72d2610c3831276d166e5,18,10,600630.SH,龙头股份,服装家纺,3→4,1,2,0.5277594715423957,,,,,READY,decision_three_engine_models_v2:promotion:20260709:hgb:platt,20260709,b7837d7001917a9c7bcc8814a09b45c6460f36a1adf6a7b5dcc024b4adc5f79c,26,26,100.0,NOT_READY_PRIMARY_ONLY,,,,,,,NOT_READY_PRIMARY_ONLY,,,,,,,,,SHADOW_NOT_READY_PRIMARY_ONLY,,,,3b2cc380c45ae4efa8801f55265dc6c791fc2656cfe2a7c1790d30b190a415ff,,,
decision_three_rank_v1,decision_three_rank_top10_v1,PARTIAL_MODELS_NOT_READY,7d5c1338bd4223f93d2a4578b000adf7b046fc9107d84efae354ab47a1185a99,0dbf050900345292bce1e0cbdd2e36f6084c6ec79f7a18be1c9b0a77479b46f4,20260921,20260922,20260923,20260921,efc03271e9d6df05216060458f77c564b9aa7a258fa72d2610c3831276d166e5,18,10,002453.SZ,华软科技,化学制品,3→4,1,3,0.5258367021094982,,,,,READY,decision_three_engine_models_v2:promotion:20260709:hgb:platt,20260709,b7837d7001917a9c7bcc8814a09b45c6460f36a1adf6a7b5dcc024b4adc5f79c,26,26,100.0,NOT_READY_PRIMARY_ONLY,,,,,,,NOT_READY_PRIMARY_ONLY,,,,,,,,,SHADOW_NOT_READY_PRIMARY_ONLY,,,,3b2cc380c45ae4efa8801f55265dc6c791fc2656cfe2a7c1790d30b190a415ff,,,
decision_three_rank_v1,decision_three_rank_top10_v1,PARTIAL_MODELS_NOT_READY,7d5c1338bd4223f93d2a4578b000adf7b046fc9107d84efae354ab47a1185a99,0dbf050900345292bce1e0cbdd2e36f6084c6ec79f7a18be1c9b0a77479b46f4,20260921,20260922,20260923,20260921,efc03271e9d6df05216060458f77c564b9aa7a258fa72d2610c3831276d166e5,18,10,000910.SZ,大亚圣象,家居用品,2→3,1,4,0.4412842295259368,,,,,READY,decision_three_engine_models_v2:promotion:20260709:hgb:platt,20260709,b7837d7001917a9c7bcc8814a09b45c6460f36a1adf6a7b5dcc024b4adc5f79c,26,26,100.0,NOT_READY_PRIMARY_ONLY,,,,,,,NOT_READY_PRIMARY_ONLY,,,,,,,,,SHADOW_NOT_READY_PRIMARY_ONLY,,,,3b2cc380c45ae4efa8801f55265dc6c791fc2656cfe2a7c1790d30b190a415ff,,,
decision_three_rank_v1,decision_three_rank_top10_v1,PARTIAL_MODELS_NOT_READY,7d5c1338bd4223f93d2a4578b000adf7b046fc9107d84efae354ab47a1185a99,0dbf050900345292bce1e0cbdd2e36f6084c6ec79f7a18be1c9b0a77479b46f4,20260921,20260922,20260923,20260921,efc03271e9d6df05216060458f77c564b9aa7a258fa72d2610c3831276d166e5,18,10,001376.SZ,百通能源,电力,2→3,1,5,0.4004692720898291,,,,,READY,decision_three_engine_models_v2:promotion:20260709:hgb:platt,20260709,b7837d7001917a9c7bcc8814a09b45c6460f36a1adf6a7b5dcc024b4adc5f79c,26,26,100.0,NOT_READY_PRIMARY_ONLY,,,,,,,NOT_READY_PRIMARY_ONLY,,,,,,,,,SHADOW_NOT_READY_PRIMARY_ONLY,,,,3b2cc380c45ae4efa8801f55265dc6c791fc2656cfe2a7c1790d30b190a415ff,,,
decision_three_rank_v1,decision_three_rank_top10_v1,PARTIAL_MODELS_NOT_READY,7d5c1338bd4223f93d2a4578b000adf7b046fc9107d84efae354ab47a1185a99,0dbf050900345292bce1e0cbdd2e36f6084c6ec79f7a18be1c9b0a77479b46f4,20260921,20260922,20260923,20260921,efc03271e9d6df05216060458f77c564b9aa7a258fa72d2610c3831276d166e5,18,10,002589.SZ,瑞康医药,医药商业,2→3,1,6,0.3670955722043149,,,,,READY,decision_three_engine_models_v2:promotion:20260709:hgb:platt,20260709,b7837d7001917a9c7bcc8814a09b45c6460f36a1adf6a7b5dcc024b4adc5f79c,26,26,100.0,NOT_READY_PRIMARY_ONLY,,,,,,,NOT_READY_PRIMARY_ONLY,,,,,,,,,SHADOW_NOT_READY_PRIMARY_ONLY,,,,3b2cc380c45ae4efa8801f55265dc6c791fc2656cfe2a7c1790d30b190a415ff,,,
decision_three_rank_v1,decision_three_rank_top10_v1,PARTIAL_MODELS_NOT_READY,7d5c1338bd4223f93d2a4578b000adf7b046fc9107d84efae354ab47a1185a99,0dbf050900345292bce1e0cbdd2e36f6084c6ec79f7a18be1c9b0a77479b46f4,20260921,20260922,20260923,20260921,efc03271e9d6df05216060458f77c564b9aa7a258fa72d2610c3831276d166e5,18,10,600606.SH,绿地控股,房地产开发,2→3,1,7,0.3663901223212706,,,,,READY,decision_three_engine_models_v2:promotion:20260709:hgb:platt,20260709,b7837d7001917a9c7bcc8814a09b45c6460f36a1adf6a7b5dcc024b4adc5f79c,26,26,100.0,NOT_READY_PRIMARY_ONLY,,,,,,,NOT_READY_PRIMARY_ONLY,,,,,,,,,SHADOW_NOT_READY_PRIMARY_ONLY,,,,3b2cc380c45ae4efa8801f55265dc6c791fc2656cfe2a7c1790d30b190a415ff,,,
decision_three_rank_v1,decision_three_rank_top10_v1,PARTIAL_MODELS_NOT_READY,7d5c1338bd4223f93d2a4578b000adf7b046fc9107d84efae354ab47a1185a99,0dbf050900345292bce1e0cbdd2e36f6084c6ec79f7a18be1c9b0a77479b46f4,20260921,20260922,20260923,20260921,efc03271e9d6df05216060458f77c564b9aa7a258fa72d2610c3831276d166e5,18,10,000532.SZ,华金资本,多元金融,2→3,1,8,0.35155670706161074,,,,,READY,decision_three_engine_models_v2:promotion:20260709:hgb:platt,20260709,b7837d7001917a9c7bcc8814a09b45c6460f36a1adf6a7b5dcc024b4adc5f79c,26,26,100.0,NOT_READY_PRIMARY_ONLY,,,,,,,NOT_READY_PRIMARY_ONLY,,,,,,,,,SHADOW_NOT_READY_PRIMARY_ONLY,,,,3b2cc380c45ae4efa8801f55265dc6c791fc2656cfe2a7c1790d30b190a415ff,,,
decision_three_rank_v1,decision_three_rank_top10_v1,PARTIAL_MODELS_NOT_READY,7d5c1338bd4223f93d2a4578b000adf7b046fc9107d84efae354ab47a1185a99,0dbf050900345292bce1e0cbdd2e36f6084c6ec79f7a18be1c9b0a77479b46f4,20260921,20260922,20260923,20260921,efc03271e9d6df05216060458f77c564b9aa7a258fa72d2610c3831276d166e5,18,10,600448.SH,华纺股份,纺织制造,3→4,1,9,0.3360485924318812,,,,,READY,decision_three_engine_models_v2:promotion:20260709:hgb:platt,20260709,b7837d7001917a9c7bcc8814a09b45c6460f36a1adf6a7b5dcc024b4adc5f79c,26,26,100.0,NOT_READY_PRIMARY_ONLY,,,,,,,NOT_READY_PRIMARY_ONLY,,,,,,,,,SHADOW_NOT_READY_PRIMARY_ONLY,,,,3b2cc380c45ae4efa8801f55265dc6c791fc2656cfe2a7c1790d30b190a415ff,,,
decision_three_rank_v1,decision_three_rank_top10_v1,PARTIAL_MODELS_NOT_READY,7d5c1338bd4223f93d2a4578b000adf7b046fc9107d84efae354ab47a1185a99,0dbf050900345292bce1e0cbdd2e36f6084c6ec79f7a18be1c9b0a77479b46f4,20260921,20260922,20260923,20260921,efc03271e9d6df05216060458f77c564b9aa7a258fa72d2610c3831276d166e5,18,10,601123.SH,马矿股份,冶钢原料,2→3,1,10,0.3295090753480303,,,,,READY,decision_three_engine_models_v2:promotion:20260709:hgb:platt,20260709,b7837d7001917a9c7bcc8814a09b45c6460f36a1adf6a7b5dcc024b4adc5f79c,26,26,100.0,NOT_READY_PRIMARY_ONLY,,,,,,,NOT_READY_PRIMARY_ONLY,,,,,,,,,SHADOW_NOT_READY_PRIMARY_ONLY,,,,3b2cc380c45ae4efa8801f55265dc6c791fc2656cfe2a7c1790d30b190a415ff,,,
